# s_m, x_opt_m, y_opt_m, d_opt_m, x_left_m, y_left_m, d_left_m, x_right_m, y_right_m, d_right_m, v_opt_mps, v_left_mps, v_right_mps, kappa_opt_radpm, kappa_left_radpm, kappa_right_radpm, psi_opt_rad, psi_left_rad, psi_right_rad, ax_opt_mps2, ax_left_mps2, ax_right_mps2
9.081286,2.011000,-7.211957,0.000000,2.307653,-8.056636,0.895202,1.988901,-7.108798,-0.104795,4.425143,4.905470,4.208864,0.296213,0.266648,0.367678,0.326624,0.321689,0.322305,1.588729,0.662333,0.914916
9.181080,2.105030,-7.178553,0.000000,2.414797,-8.018966,0.895680,2.070264,-7.080192,-0.104311,4.460828,4.920781,4.227570,0.292544,0.265096,0.364843,0.355996,0.350150,0.350577,1.549385,0.651190,0.897682
9.280875,2.198046,-7.142416,0.000000,2.520854,-7.978392,0.896013,2.150819,-7.049374,-0.103969,4.495356,4.935785,4.245845,0.290827,0.263656,0.362143,0.385096,0.378469,0.378731,1.471930,0.638391,0.880105
9.380669,2.289971,-7.103596,0.000000,2.625833,-7.934905,0.896188,2.230534,-7.016353,-0.103783,4.527914,4.950460,4.263693,0.289267,0.262323,0.359542,0.414040,0.406697,0.406789,1.397574,0.624074,0.862806
9.480463,2.380737,-7.062139,0.000000,2.729517,-7.888594,0.896188,2.309221,-6.981206,-0.103771,4.558612,4.964755,4.281097,0.287814,0.261069,0.357034,0.442829,0.434880,0.434808,1.327076,0.609153,0.845922
9.580258,2.470273,-7.018094,0.000000,2.831998,-7.839405,0.896000,2.386926,-6.943910,-0.103948,4.587572,4.978683,4.298094,0.286781,0.259905,0.354567,0.471494,0.463039,0.462822,1.252686,0.593215,0.830318
9.680052,2.558533,-6.971493,0.000000,3.032829,-7.732570,0.895302,2.538866,-6.863087,-0.104561,4.614741,5.005337,4.330932,0.286069,0.257806,0.349712,0.500080,0.519514,0.519021,1.176585,0.556848,0.803469
9.779847,2.645402,-6.922404,0.000000,3.131155,-7.674873,0.894746,2.612992,-6.819591,-0.105125,4.640115,5.018004,4.346848,0.286293,0.256845,0.347271,0.528631,0.547905,0.547283,1.083857,0.533384,0.793016
9.879641,2.730845,-6.870847,0.000000,3.227785,-7.614453,0.893916,2.685699,-6.774130,-0.105961,4.663368,5.030103,4.362463,0.286774,0.255914,0.344801,0.557225,0.576468,0.575719,0.991436,0.511457,0.784815
9.979435,2.814779,-6.816865,0.000000,3.322814,-7.551223,0.892795,2.757085,-6.726632,-0.107085,4.684536,5.041696,4.377862,0.287299,0.254994,0.342277,0.585873,0.605212,0.604357,0.904398,0.491354,0.779117
10.079230,2.897123,-6.760504,0.000000,3.416053,-7.485278,0.891374,2.826989,-6.677191,-0.108508,4.703763,5.052813,4.393073,0.287893,0.254066,0.339693,0.614569,0.634189,0.633234,0.821786,0.473491,0.775946
10.179024,2.977829,-6.701790,0.000000,3.507459,-7.416608,0.889634,2.895331,-6.625850,-0.110248,4.721165,5.063516,4.408145,0.288790,0.253103,0.337029,0.643345,0.663420,0.662371,0.737415,0.458496,0.775596
10.278818,3.056795,-6.640787,0.000000,3.597012,-7.345176,0.887550,2.962081,-6.572607,-0.112326,4.736727,5.073877,4.423142,0.289156,0.252086,0.334283,0.672183,0.692888,0.691807,0.672311,0.446578,0.777882
10.378613,3.133974,-6.577526,0.000000,3.684458,-7.271129,0.885101,3.027060,-6.517585,-0.114767,4.750870,5.083953,4.438091,0.289680,0.250989,0.331458,0.701064,0.722629,0.721563,0.607951,0.438380,0.782696
10.478407,3.209297,-6.512056,0.000000,3.853017,-7.114978,0.878559,3.151696,-6.402132,-0.120325,4.763623,5.103633,4.468094,0.290183,0.248497,0.325553,0.730006,0.782675,0.781799,0.548780,0.433445,0.799579
10.578201,3.282691,-6.444434,0.000000,3.933854,-7.032992,0.875140,3.211149,-6.341835,-0.123673,4.775106,5.113402,4.483221,0.290646,0.247088,0.322466,0.758986,0.812886,0.812191,0.494916,0.436558,0.811605
10.677996,3.354084,-6.374719,0.000000,4.012311,-6.948382,0.871232,3.268624,-6.279854,-0.127491,4.785438,5.123244,4.498498,0.291536,0.245563,0.319286,0.788030,0.843118,0.842672,0.434044,0.443217,0.825970
10.777790,3.423436,-6.302941,0.000000,4.088175,-6.861296,0.866810,3.323977,-6.216315,-0.131804,4.794481,5.133225,4.513944,0.291815,0.243928,0.316002,0.817146,0.873347,0.873188,0.393378,0.452967,0.842878
10.877584,3.490654,-6.229190,0.000000,4.161434,-6.771662,0.861829,3.377203,-6.151192,-0.136649,4.802662,5.143431,4.529622,0.292217,0.242171,0.312610,0.846284,0.903509,0.903652,0.352599,0.465973,0.862267
10.977379,3.555692,-6.153513,0.000000,4.231905,-6.679601,0.856256,3.428198,-6.084576,-0.142057,4.809983,5.153923,4.545564,0.289807,0.240296,0.309093,0.875415,0.933561,0.934036,0.388185,0.481904,0.884481
11.077173,3.618525,-6.075976,0.000000,4.299439,-6.585241,0.850032,3.476962,-6.016442,-0.148061,4.818030,5.164762,4.561838,0.282834,0.238299,0.305448,0.903989,0.963464,0.964259,0.541003,0.500742,0.909490
11.176967,3.679132,-5.996716,0.000000,4.363963,-6.488624,0.843081,3.523446,-5.946839,-0.154718,4.829223,5.176014,4.578494,0.276102,0.236162,0.301667,0.931872,0.993140,0.994258,0.677718,0.522819,0.937345
11.276762,3.737552,-5.915790,0.000000,4.483093,-6.290185,0.825350,3.609981,-5.802665,-0.169402,4.843207,5.199899,4.613358,0.268482,0.231475,0.293663,0.959054,1.051671,1.053325,0.830014,0.576450,1.001576
11.376556,3.793771,-5.833345,0.000000,4.537679,-6.188818,0.816460,3.650143,-5.728080,-0.177874,4.860280,5.212646,4.631713,0.260934,0.228902,0.289420,0.985468,1.080409,1.082270,0.972506,0.608511,1.038176
11.476351,3.847825,-5.749462,0.000000,4.588993,-6.086287,0.806912,3.688263,-5.651907,-0.187011,4.880207,5.226014,4.650766,0.253721,0.226171,0.285016,1.011143,1.108736,1.110732,1.099484,0.644095,1.077752
11.576145,3.899746,-5.664224,0.000000,4.637118,-5.982723,0.796755,3.724354,-5.574235,-0.196768,4.902639,5.240070,4.670571,0.246825,0.223256,0.280435,1.036121,1.136577,1.138655,1.213039,0.683960,1.120658
11.675939,3.949532,-5.577769,0.000000,4.682135,-5.878264,0.786034,3.758425,-5.495173,-0.207101,4.927268,5.254895,4.691182,0.240108,0.220166,0.275668,1.060410,1.163895,1.165985,1.318181,0.727653,1.167185
11.775734,3.997257,-5.490097,0.000000,4.724131,-5.773024,0.774795,3.790492,-5.414809,-0.217968,4.953894,5.270562,4.712661,0.233762,0.216885,0.270720,1.084059,1.190623,1.192647,1.410475,0.775705,1.217254
11.875528,4.042909,-5.401367,0.000000,4.763193,-5.667109,0.763078,3.820577,-5.333228,-0.229329,4.982227,5.287151,4.735067,0.227536,0.213410,0.265573,1.107074,1.216698,1.218606,1.497914,0.828111,1.271373
11.975322,4.086534,-5.311624,0.000000,4.799405,-5.560624,0.750926,3.848704,-5.250514,-0.241144,5.012140,5.304738,4.758467,0.221475,0.209751,0.260242,1.129474,1.242076,1.243796,1.574295,0.884539,1.329243
12.075117,4.128174,-5.220918,0.000000,4.832853,-5.453670,0.738379,3.874899,-5.166749,-0.253376,5.043388,5.323391,4.782921,0.215547,0.205891,0.254716,1.151283,1.266670,1.268190,1.638341,0.945630,1.391263
12.174911,4.167836,-5.129377,0.000000,4.863630,-5.346318,0.725469,3.899197,-5.081991,-0.265989,5.075702,5.343192,4.808500,0.209690,0.201859,0.248997,1.172495,1.290464,1.291751,1.701085,1.010452,1.457522
12.274705,4.205593,-5.036979,0.000000,4.891816,-5.238672,0.712238,3.921627,-4.996323,-0.278948,5.109038,5.364194,4.835268,0.204045,0.197664,0.243085,1.193143,1.313459,1.314491,1.758558,1.078843,1.528204
12.374500,4.241451,-4.943858,0.000000,4.917503,-5.130792,0.698718,3.942228,-4.909797,-0.292219,5.143273,5.386451,4.863298,0.198456,0.193317,0.236973,1.213224,1.335663,1.336456,1.815855,1.150556,1.603694
12.474294,4.275458,-4.850046,0.000000,4.940777,-5.022754,0.684943,3.961037,-4.822476,-0.305769,5.178386,5.410006,4.892664,0.192988,0.188848,0.230696,1.232753,1.357092,1.357654,1.871094,1.224851,1.683274
12.574088,4.307656,-4.755581,0.000000,4.961724,-4.914632,0.670948,3.978096,-4.734420,-0.319566,5.214320,5.434883,4.923425,0.187637,0.184256,0.224259,1.251746,1.377764,1.378109,1.924708,1.302039,1.767087
12.673883,4.338072,-4.660557,0.000000,4.980436,-4.806462,0.656762,3.993448,-4.645667,-0.333580,5.251027,5.461119,4.955648,0.182320,0.179564,0.217688,1.270202,1.397698,1.397841,1.979451,1.381556,1.854696
12.773677,4.366763,-4.564963,0.000000,4.996996,-4.698320,0.642418,4.007135,-4.556279,-0.347778,5.288512,5.488726,4.989377,0.176922,0.174779,0.211014,1.288130,1.416909,1.416861,2.039386,1.463519,1.945635
12.873471,4.393758,-4.468895,0.000000,5.011493,-4.590245,0.627942,4.019205,-4.466291,-0.362133,5.326856,5.517725,5.024658,0.171538,0.169908,0.204250,1.305516,1.435411,1.435186,2.101434,1.548033,2.029443
12.973266,4.419103,-4.372380,0.000000,5.024013,-4.482292,0.613365,4.029707,-4.375735,-0.376618,5.366081,5.548131,5.061344,0.166402,0.164973,0.197428,1.322371,1.453218,1.452827,2.157551,1.634666,2.111678
13.073060,4.442844,-4.275451,0.000000,5.034644,-4.374508,0.598718,4.038689,-4.284651,-0.391205,5.406056,5.579951,5.099388,0.161527,0.159964,0.190560,1.338734,1.470344,1.469797,2.207494,1.724231,2.197243
13.172854,4.465018,-4.178159,0.000000,5.043474,-4.266901,0.584027,4.046202,-4.193089,-0.405864,5.446654,5.613214,5.138820,0.156653,0.154893,0.183676,1.354610,1.486800,1.486108,2.260664,1.816583,2.285608
13.272649,4.485668,-4.080529,0.000000,5.050585,-4.159493,0.569318,4.052292,-4.101095,-0.420572,5.487917,5.647943,5.179664,0.152689,0.149777,0.176795,1.370043,1.502597,1.501771,2.283553,1.911555,2.376533
13.372443,4.504828,-3.982592,0.000000,5.056054,-4.052308,0.554620,4.057005,-4.008704,-0.435302,5.529287,5.684151,5.221938,0.148747,0.144626,0.169947,1.385084,1.517749,1.516794,2.309372,2.009102,2.469494
13.472238,4.522532,-3.884386,0.000000,5.059955,-3.945343,0.539956,4.060387,-3.915964,-0.450025,5.570811,5.721858,5.265641,0.144916,0.139464,0.163166,1.399733,1.532264,1.531190,2.334658,2.108670,2.563779
13.572032,4.538814,-3.785934,0.000000,5.062358,-3.838617,0.525348,4.062481,-3.822896,-0.464718,5.612478,5.761066,5.310773,0.141204,0.134306,0.156461,1.414009,1.546154,1.544965,2.358967,2.210132,2.659490
13.671826,4.553709,-3.687246,0.000000,5.063330,-3.732160,0.510823,4.063333,-3.729530,-0.479358,5.654266,5.801764,5.357326,0.137509,0.129172,0.149853,1.427918,1.559428,1.558131,2.386351,2.313013,2.756237
13.771621,4.567245,-3.588392,0.000000,5.062939,-3.625977,0.496402,4.062988,-3.635871,-0.493920,5.696228,5.843944,5.405297,0.133819,0.124083,0.143354,1.441454,1.572096,1.570698,2.417238,2.416835,2.853883
13.871415,4.579462,-3.489343,0.000000,5.061254,-3.520092,0.482108,4.061493,-3.541943,-0.508381,5.738421,5.887576,5.454670,0.130141,0.119056,0.136976,1.454625,1.584171,1.582676,2.451284,2.521355,2.952361
13.971209,4.590391,-3.390153,0.000000,5.058340,-3.414515,0.467965,4.058892,-3.447758,-0.522718,5.780893,5.932634,5.505431,0.126522,0.114113,0.130733,1.467431,1.595664,1.594085,2.486468,2.625806,3.051383
14.071004,4.600066,-3.290836,0.000000,5.054263,-3.309253,0.453993,4.055234,-3.353322,-0.536908,5.823658,5.979077,5.557565,0.122954,0.109264,0.124633,1.479878,1.606597,1.604944,2.523098,2.730185,3.150954
14.170798,4.608524,-3.191381,0.000000,5.049090,-3.204327,0.440217,4.050567,-3.258657,-0.550928,5.866734,6.026856,5.611044,0.119404,0.104508,0.118686,1.491973,1.616987,1.615272,2.562671,2.834800,3.250826
14.270592,4.615794,-3.091876,0.000000,5.042884,-3.099731,0.426656,4.044936,-3.163761,-0.564755,5.910165,6.075941,5.665853,0.115901,0.099847,0.112899,1.503711,1.626851,1.625089,2.603779,2.939912,3.350966
14.370387,4.621914,-2.992260,0.000000,5.035711,-2.995477,0.413334,4.038391,-3.068645,-0.578366,5.953968,6.126295,5.721963,0.112415,0.095276,0.107278,1.515104,1.636209,1.634412,2.647925,3.045970,3.451212
14.470181,4.626915,-2.892595,0.000000,5.027633,-2.891570,0.400273,4.030980,-2.973314,-0.591739,5.998186,6.177896,5.779347,0.108957,0.090792,0.101823,1.526150,1.645075,1.643257,2.694539,3.153425,3.551719
14.569975,4.630833,-2.792885,0.000000,5.018715,-2.788007,0.387493,4.022752,-2.877769,-0.604850,6.042850,6.230728,5.837985,0.105523,0.086392,0.096526,1.536851,1.653462,1.651638,2.743897,3.262684,3.652893
14.669770,4.633701,-2.693109,0.000000,5.009017,-2.684785,0.375015,4.013756,-2.782029,-0.617675,6.087995,6.284783,5.897847,0.102106,0.082073,0.091390,1.547213,1.661387,1.659567,2.796297,3.374150,3.754759
14.769564,4.635551,-2.593356,0.000000,4.998595,-2.581890,0.362855,4.004040,-2.686099,-0.630195,6.133661,6.340065,5.958916,0.098717,0.077834,0.086412,1.557231,1.668864,1.667057,2.851359,3.488159,3.857445
14.869358,4.636419,-2.493555,0.000000,4.987505,-2.479308,0.351028,3.993650,-2.589997,-0.642390,6.179878,6.396580,6.021164,0.095343,0.073674,0.081593,1.566915,1.675906,1.674122,2.909782,3.604974,3.961009
14.969153,4.636337,-2.393764,0.000000,4.975785,-2.376974,0.339535,3.982632,-2.493789,-0.654242,6.226689,6.454369,6.084534,0.091993,0.069596,0.076935,1.576262,1.682530,1.680774,2.971152,3.724586,4.065482
15.068947,4.635339,-2.293981,0.000000,4.963472,-2.274877,0.328375,3.971017,-2.397483,-0.665751,6.274126,6.513443,6.149008,0.088664,0.065607,0.072438,1.585275,1.688749,1.687024,3.035775,3.846879,4.170785
15.168742,4.633458,-2.194183,0.000000,4.950599,-2.173005,0.317546,3.958836,-2.301091,-0.676917,6.322228,6.573808,6.214560,0.085351,0.061712,0.068103,1.593960,1.694578,1.692886,3.103988,3.971712,4.276842
15.268536,4.630728,-2.094447,0.000000,4.937197,-2.071347,0.307045,3.946118,-2.204622,-0.687742,6.371035,6.635469,6.281166,0.082060,0.057918,0.063933,1.602311,1.700031,1.698370,3.175607,4.098863,4.383528
15.368330,4.627180,-1.994706,0.000000,4.923297,-1.969901,0.296866,3.932889,-2.108076,-0.698230,6.420584,6.698420,6.348810,0.078784,0.054233,0.059925,1.610338,1.705122,1.703488,3.251248,4.228009,4.490737
15.468125,4.622848,-1.895008,0.000000,4.908931,-1.868668,0.287007,3.919177,-2.011451,-0.708385,6.470921,6.762651,6.417470,0.075530,0.050662,0.056082,1.618037,1.709866,1.708251,3.330577,4.358830,4.598270
15.567919,4.617766,-1.795348,0.000000,4.894130,-1.767645,0.277464,3.905008,-1.914744,-0.718213,6.522083,6.828142,6.487124,0.072294,0.047215,0.052404,1.625413,1.714277,1.712671,3.414057,4.490897,4.705885
15.667713,4.611963,-1.695705,0.000000,4.878925,-1.666830,0.268234,3.890410,-1.817953,-0.727716,6.574113,6.894873,6.557748,0.069071,0.043897,0.048891,1.632468,1.718367,1.716758,3.502194,4.623776,4.813409
15.767508,4.605475,-1.596138,0.000000,4.863347,-1.566221,0.259313,3.875409,-1.721075,-0.736898,6.627063,6.962812,6.629313,0.065868,0.040712,0.045544,1.639199,1.722148,1.720524,3.594853,2.553830,4.920534
15.867302,4.598332,-1.496592,0.000000,4.847427,-1.465814,0.250698,3.860035,-1.624107,-0.745764,6.680977,7.000000,6.701790,0.062675,0.037664,0.042361,1.645614,1.725627,1.723976,3.692848,0.000000,5.026953
15.967096,4.590567,-1.397100,0.000000,4.831196,-1.365607,0.242387,3.844313,-1.527044,-0.754315,6.735912,7.000000,6.775143,0.059503,0.034755,0.039345,1.651710,1.728807,1.727122,3.795818,0.000000,5.132302
16.066891,4.582211,-1.297660,0.000000,4.814685,-1.265596,0.234377,3.828272,-1.429883,-0.762556,6.791915,7.000000,6.849335,0.056347,0.031987,0.036494,1.657490,1.731687,1.729966,3.904382,0.000000,5.236151
16.166685,4.573295,-1.198253,0.000000,4.797925,-1.165778,0.226665,3.811941,-1.332619,-0.770489,6.849042,7.000000,6.924321,0.053205,0.029363,0.033808,1.662957,1.734269,1.732508,4.019078,0.000000,5.334188
16.266479,4.563853,-1.098915,0.000000,4.780947,-1.066149,0.219250,3.795347,-1.235247,-0.778116,6.907354,7.000000,7.000000,0.050132,0.026886,0.031285,1.668113,1.736549,1.734747,4.136178,0.000000,0.000000
16.366274,4.553913,-0.999613,0.000000,4.763781,-0.966705,0.212129,3.778520,-1.137763,-0.785440,6.966856,7.000000,7.000000,0.047066,0.024559,0.028922,1.672963,1.738526,1.736684,2.319374,0.000000,0.000000
16.466068,4.543507,-0.900362,0.000000,4.746459,-0.867443,0.205303,3.761487,-1.040159,-0.792462,7.000000,7.000000,7.000000,0.043993,0.022385,0.026718,1.677506,1.740198,1.738319,0.000000,0.000000,0.000000
16.565862,4.532666,-0.801160,0.000000,4.729011,-0.768358,0.198770,3.744278,-0.942431,-0.799182,7.000000,7.000000,7.000000,0.040917,0.020367,0.024671,1.681743,1.741566,1.739660,0.000000,0.000000,0.000000
16.665657,4.521418,-0.701995,0.000000,4.711469,-0.669446,0.192529,3.726923,-0.844574,-0.805602,7.000000,7.000000,7.000000,0.037843,0.018505,0.022776,1.685673,1.742631,1.740727,0.000000,0.000000,0.000000
16.765451,4.509798,-0.602882,0.000000,4.693862,-0.570700,0.186579,3.709451,-0.746582,-0.811722,7.000000,7.000000,7.000000,0.034750,0.016797,0.021028,1.689295,1.743401,1.741542,0.000000,0.000000,0.000000
16.865246,4.497833,-0.503806,0.000000,4.676223,-0.472116,0.180919,3.691892,-0.648449,-0.817545,7.000000,7.000000,7.000000,0.031660,0.015238,0.019422,1.692609,1.743899,1.742132,0.000000,0.000000,0.000000
16.965040,4.485555,-0.404770,0.000000,4.658581,-0.373693,0.175549,3.674276,-0.550166,-0.823069,7.000000,7.000000,7.000000,0.028600,0.013823,0.017953,1.695615,1.744151,1.742524,0.000000,0.000000,0.000000
17.064834,4.472995,-0.305770,0.000000,4.640969,-0.275424,0.170469,3.656633,-0.451727,-0.828296,7.000000,7.000000,7.000000,0.025561,0.012546,0.016614,1.698318,1.744189,1.742745,0.000000,0.000000,0.000000
17.164629,4.460182,-0.206799,0.000000,4.623418,-0.177309,0.165681,3.638995,-0.353123,-0.833224,7.000000,7.000000,7.000000,0.022509,0.011401,0.015400,1.700717,1.744044,1.742823,0.000000,0.000000,0.000000
17.264423,4.447147,-0.107858,0.000000,4.605961,-0.079344,0.161185,3.621393,-0.254347,-0.837851,7.000000,7.000000,7.000000,0.019289,0.010381,0.014305,1.702803,1.743750,1.742786,0.000000,0.000000,0.000000
17.364217,4.433922,-0.008944,0.000000,4.588628,0.018483,0.156982,3.603861,-0.155397,-0.842178,7.000000,7.000000,7.000000,0.016073,0.009481,0.013324,1.704567,1.743343,1.742657,0.000000,0.000000,0.000000
17.464012,4.420538,0.089953,0.000000,4.571441,0.116205,0.153064,3.586433,-0.056299,-0.846207,7.000000,7.000000,7.000000,0.011601,0.008694,0.012455,1.705976,1.742857,1.742458,0.000000,0.000000,0.000000
17.563806,4.407041,0.188834,0.000000,4.554425,0.213829,0.149413,3.569134,0.042948,-0.849951,7.000000,7.000000,7.000000,0.006122,0.008017,0.011695,1.706860,1.742324,1.742209,0.000000,0.000000,0.000000
17.663600,4.393484,0.287694,0.000000,4.537574,0.311482,0.145986,3.552002,0.142223,-0.853447,7.000000,7.000000,7.000000,0.000974,0.007447,0.011040,1.707198,1.741770,1.741926,0.000000,0.000000,0.000000
17.763395,4.379908,0.386562,0.000000,4.520856,0.409261,0.142726,3.535041,0.241427,-0.856759,7.000000,7.000000,7.000000,0.001894,0.006982,0.010490,1.707341,1.741223,1.741627,0.000000,0.000000,0.000000
17.863189,4.366313,0.485423,0.000000,4.504251,0.507169,0.139615,3.518230,0.340548,-0.859916,7.000000,7.000000,7.000000,0.002813,0.006622,0.010044,1.707576,1.740703,1.741329,0.000000,0.000000,0.000000
17.962983,4.352690,0.584277,0.000000,4.487729,0.605237,0.136637,3.501552,0.439544,-0.862934,7.000000,7.000000,7.000000,0.006190,0.006367,0.009704,1.707970,1.740233,1.741049,0.000000,0.000000,0.000000
18.062778,4.339005,0.683125,0.000000,4.471261,0.703465,0.133797,3.484977,0.538407,-0.865818,7.000000,7.000000,7.000000,0.011577,0.006219,0.009469,1.708857,1.739836,1.740805,0.000000,0.000000,0.000000
18.162572,4.325204,0.781971,0.000000,4.454814,0.801855,0.131116,3.468476,0.637125,-0.868546,7.000000,7.000000,7.000000,0.016947,0.006179,0.009344,1.710281,1.739533,1.740617,0.000000,0.000000,0.000000
18.262366,4.311238,0.880778,0.000000,4.438358,0.900406,0.128618,3.452018,0.735686,-0.871093,7.000000,7.000000,7.000000,0.022059,0.006249,0.009332,1.712227,1.739350,1.740503,0.000000,0.000000,0.000000
18.362161,4.297053,0.979563,0.000000,4.421864,0.999101,0.126322,3.435571,0.834098,-0.873438,7.000000,7.000000,7.000000,0.027176,0.006432,0.009439,1.714684,1.739306,1.740483,0.000000,0.000000,0.000000
18.461955,4.282601,1.078308,0.000000,4.405315,1.097882,0.124257,3.419100,0.932411,-0.875554,7.000000,7.000000,7.000000,0.031145,0.006734,0.009670,1.717620,1.739420,1.740575,0.000000,0.000000,0.000000
